prompt,correct,incorrect,setting,logit_diff,correct_pred
The cat does not, like, likes,negation,8.909164428710938,True
The cats do not, like, likes,negation,9.148262023925781,True
The cat does not, agree, agrees,negation,10.691150665283203,True
The cats do not, agree, agrees,negation,11.178536415100098,True
The cat does not, care, cares,negation,12.150835037231445,True
The cats do not, care, cares,negation,12.475954055786133,True
The cat does not, worry, worries,negation,9.418766975402832,True
The cats do not, worry, worries,negation,9.78405475616455,True
The teacher does not, like, likes,negation,9.508200645446777,True
The teachers do not, like, likes,negation,10.061485290527344,True
The teacher does not, agree, agrees,negation,11.06478500366211,True
The teachers do not, agree, agrees,negation,11.190594673156738,True
The teacher does not, care, cares,negation,11.702756881713867,True
The teachers do not, care, cares,negation,11.660983085632324,True
The teacher does not, worry, worries,negation,10.985157012939453,True
The teachers do not, worry, worries,negation,10.65201473236084,True
The manager does not, like, likes,negation,9.093216896057129,True
The managers do not, like, likes,negation,9.550840377807617,True
The manager does not, agree, agrees,negation,10.79183292388916,True
The managers do not, agree, agrees,negation,11.082258224487305,True
The manager does not, care, cares,negation,11.144123077392578,True
The managers do not, care, cares,negation,11.221993446350098,True
The manager does not, worry, worries,negation,9.943866729736328,True
The managers do not, worry, worries,negation,9.89750862121582,True
The doctor does not, like, likes,negation,9.803794860839844,True
The doctors do not, like, likes,negation,10.46359920501709,True
The doctor does not, agree, agrees,negation,11.421550750732422,True
The doctors do not, agree, agrees,negation,11.976692199707031,True
The doctor does not, care, cares,negation,11.590924263000488,True
The doctors do not, care, cares,negation,11.619791984558105,True
The doctor does not, worry, worries,negation,10.51725959777832,True
The doctors do not, worry, worries,negation,10.562170028686523,True
The artist does not, like, likes,negation,9.125322341918945,True
The artists do not, like, likes,negation,9.438142776489258,True
The artist does not, agree, agrees,negation,10.35258960723877,True
The artists do not, agree, agrees,negation,10.832440376281738,True
The artist does not, care, cares,negation,11.18145751953125,True
The artists do not, care, cares,negation,11.416964530944824,True
The artist does not, worry, worries,negation,10.269572257995605,True
The artists do not, worry, worries,negation,10.205568313598633,True
He, walks, walk,pronoun,4.836638450622559,True
He, runs, run,pronoun,3.5940070152282715,True
He, sings, sing,pronoun,3.9395499229431152,True
He, works, work,pronoun,4.760499000549316,True
She, walks, walk,pronoun,4.562370300292969,True
She, runs, run,pronoun,3.064511299133301,True
She, sings, sing,pronoun,3.583313465118408,True
She, works, work,pronoun,4.328902244567871,True
It, walks, walk,pronoun,4.2899274826049805,True
It, runs, run,pronoun,3.5184597969055176,True
It, sings, sing,pronoun,2.2393991947174072,True
It, works, work,pronoun,5.160202980041504,True
They, walk, walks,pronoun,5.842899799346924,True
They, run, runs,pronoun,6.762359619140625,True
They, sing, sings,pronoun,6.1044020652771,True
They, work, works,pronoun,5.801417350769043,True
We, walk, walks,pronoun,6.74580192565918,True
We, run, runs,pronoun,7.019617080688477,True
We, sing, sings,pronoun,6.573426246643066,True
We, work, works,pronoun,6.522263050079346,True
